project_id,deployment_id,image_id,filename,sequence_id,location,wi_taxon_id,class,order,family,genus,species,common_name,timestamp,bounding_boxes,camera_name,transect_id,frame_id,detection_idx,detection_confidence,depth,world_x,world_y,world_z
2007160,Cam7 02-10-2024,75505a4d-55c9-45bd-a67a-8e8f3b4d1e74,IMG_0138.JPG,8666783,gs://145625598251_2007160_901_pilot_24__main/deployment/2281113/b15f4a0e-76f5-4bf7-bd6b-f453d755a55e.JPG,b57debc1-dff2-48d3-a400-f2b5021e71b0,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,2024-02-10T19:18:18Z,"{""{\""detectionBox\"":[0.27216211,0.00048918277,0.864812553,0.125136197]}""}",Browning Recon Force Elite,Cam7 02-10-2024,75505a4d-55c9-45bd-a67a-8e8f3b4d1e74,0,0.8906,3.2333,-1.053,0.1449,3.0712
2007160,Cam7 02-10-2024,bc383312-23dd-4fa8-88ba-faafa00cf727,IMG_0137.JPG,8666783,gs://145625598251_2007160_901_pilot_24__main/deployment/2281113/139629f5-1429-4eb3-adf4-70746d7c6586.JPG,b57debc1-dff2-48d3-a400-f2b5021e71b0,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,2024-02-10T19:18:18Z,"{""{\""detectionBox\"":[0.297835529,0.000772792846,0.922325134,0.124598011]}""}",Browning Recon Force Elite,Cam7 02-10-2024,bc383312-23dd-4fa8-88ba-faafa00cf727,0,0.9019,5.8045,-1.8969,0.4365,5.5019
2007160,Cam7 02-10-2024,83ba2e09-bb1e-4b36-8585-aa1c8a79d6e7,IMG_0140.JPG,8666783,gs://145625598251_2007160_901_pilot_24__main/deployment/2281113/97afc2db-d980-4228-9e7e-f986ee14957c.JPG,b57debc1-dff2-48d3-a400-f2b5021e71b0,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,2024-02-10T19:18:18Z,"{""{\""detectionBox\"":[0.316300035,0.000207573175,0.658287406,0.0712296814]}""}",Browning Recon Force Elite,Cam7 02-10-2024,83ba2e09-bb1e-4b36-8585-aa1c8a79d6e7,0,0.5541,5.081,-1.764,-0.2321,4.795
2007160,Cam7 02-10-2024,850dfe61-dbe0-4dd9-9be3-eda0f9d03517,IMG_0135.JPG,8666783,gs://145625598251_2007160_901_pilot_24__main/deployment/2281113/45819a1a-5a21-4b22-8292-35be9d97b3f9.JPG,b57debc1-dff2-48d3-a400-f2b5021e71b0,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,2024-02-10T19:18:07Z,"{""{\""detectionBox\"":[0.258042246,0.841915905,0.95348388,1]}""}",Browning Recon Force Elite,Cam7 02-10-2024,850dfe61-dbe0-4dd9-9be3-eda0f9d03517,0,0.579,30,9.4527,1.6193,28.5716
2007160,Cam7 02-10-2024,9f59ced7-fb57-4a55-b03b-b619780b66d1,IMG_0139.JPG,8666783,gs://145625598251_2007160_901_pilot_24__main/deployment/2281113/979f0d0a-e1e1-4781-96e6-d21f173bcc03.JPG,b57debc1-dff2-48d3-a400-f2b5021e71b0,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Northern Raccoon,2024-02-10T19:18:18Z,"{""{\""detectionBox\"":[0.28875646,0.00000561401248,0.792789698,0.0984219909]}""}",Browning Recon Force Elite,Cam7 02-10-2024,9f59ced7-fb57-4a55-b03b-b619780b66d1,0,0.6891,1.9059,-0.6409,0.0924,1.8044
2007160,Cam7 02-10-2024,b93bc619-5380-4f2a-bf9b-791eb26a3ab6,IMG_0177.JPG,8666789,gs://145625598251_2007160_901_pilot_24__main/deployment/2281113/d31555d9-01cb-460f-93c0-4b66884e9208.JPG,ac0e8ba7-7261-4d17-8645-11ed3d02165a,Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red Fox,2024-02-26T18:48:28Z,"{""{\""detectionBox\"":[0.34988302,0.000516325235,0.722237527,0.415530741]}""}",Browning Recon Force Elite,Cam7 02-10-2024,b93bc619-5380-4f2a-bf9b-791eb26a3ab6,0,0.9708,2.8173,-0.6147,0.0689,2.7518
2007160,Cam7 02-10-2024,22bfb58a-3276-4be8-bd51-0c096a35a668,IMG_0184.JPG,8666789,gs://145625598251_2007160_901_pilot_24__main/deployment/2281113/2322ece3-30bd-48bc-b473-15aa7fe3e1f1.JPG,ac0e8ba7-7261-4d17-8645-11ed3d02165a,Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red Fox,2024-02-26T18:48:29Z,"{""{\""detectionBox\"":[0.50682348,0.620825,0.751537144,0.842024744]}""}",Browning Recon Force Elite,Cam7 02-10-2024,22bfb58a-3276-4be8-bd51-0c096a35a668,0,0.9622,8.1628,1.4189,0.7715,8.0066
2007160,Cam7 02-10-2024,9c8bec89-393d-4e1b-b6c0-2640cdf61511,IMG_0180.JPG,8666789,gs://145625598251_2007160_901_pilot_24__main/deployment/2281113/9760e487-3f81-4819-b1ee-09e9d3facdae.JPG,ac0e8ba7-7261-4d17-8645-11ed3d02165a,Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red Fox,2024-02-26T18:48:28Z,"{""{\""detectionBox\"":[0.421438038,0.242856145,0.745983779,0.658806264]}""}",Browning Recon Force Elite,Cam7 02-10-2024,9c8bec89-393d-4e1b-b6c0-2640cdf61511,0,0.9576,6.1712,-0.2279,0.3707,6.1559
2007160,Cam7 02-10-2024,8f332b5a-1e57-4a2d-9d12-c319fe1701c9,IMG_0183.JPG,8666789,gs://145625598251_2007160_901_pilot_24__main/deployment/2281113/d5c28bb4-01e7-4cad-b35d-a2ded9215c3e.JPG,ac0e8ba7-7261-4d17-8645-11ed3d02165a,Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red Fox,2024-02-26T18:48:29Z,"{""{\""detectionBox\"":[0.4884561,0.514778197,0.758868039,0.808810174]}""}",Browning Recon Force Elite,Cam7 02-10-2024,8f332b5a-1e57-4a2d-9d12-c319fe1701c9,0,0.9631,3.3085,0.4008,0.3083,3.2703
2007160,Cam7 02-10-2024,b4057999-bf2a-42b2-a4b1-584e73047f03,IMG_0181.JPG,8666789,gs://145625598251_2007160_901_pilot_24__main/deployment/2281113/0cdfbcbf-44e2-43ef-899d-59b2f20c3494.JPG,ac0e8ba7-7261-4d17-8645-11ed3d02165a,Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red Fox,2024-02-26T18:48:28Z,"{""{\""detectionBox\"":[0.458899438,0.331541,0.745030582,0.723722875]}""}",Browning Recon Force Elite,Cam7 02-10-2024,b4057999-bf2a-42b2-a4b1-584e73047f03,0,0.962,3.2407,0.065,0.2342,3.2316
